CountryofLiving,fob_social,fob_stores,fob_curfew,sob_social,sob_stores,sob_curfew,perceivedreaction,govtrust,govfact,react_pub_appr,perceivedeffectivnes
United States,Yes,Yes,No,58,61,5,The reaction is not at all sufficient,Neither trust nor distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,62,50,31,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,96,93,88,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,45,35,15,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,Yes,60,51,44,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,67,66,67,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,52,49,26,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,65,80,60,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,80,80,60,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,70,70,40,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is somewhat too extreme,Very effective
United States,Yes,Yes,No,80,72,70,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,95,70,52,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,70,60,40,The reaction is appropriate,Somewhat distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,70,70,40,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,81,88,37,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,No,Yes,60,45,25,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat too extreme,Effective
United States,Yes,Yes,Yes,40,30,20,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,71,62,51,The reaction is somewhat insufficient,Somewhat trust,Somewhat untruthful,The reaction is appropriate,Very effective
United States,Yes,No,Yes,48,50,48,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,61,68,46,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,100,98,97,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,68,68,65,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,35,25,5,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,70,70,65,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,65,74,44,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,60,56,29,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,50,60,60,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Neither effective nor ineffective
United States,Yes,No,Yes,65,32,15,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,76,60,52,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,72,68,58,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,70,65,50,The reaction is somewhat insufficient,Somewhat trust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,50,41,15,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,61,57,13,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,57,46,33,The reaction is appropriate,Somewhat distrust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,50,50,30,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is much too extreme,Effective
United States,Yes,Yes,No,40,21,3,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,48,42,37,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,100,95,96,The reaction is appropriate,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,Yes,60,40,32,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,41,47,16,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,No,No,70,50,50,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,56,53,20,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,65,52,46,The reaction is somewhat insufficient,Somewhat trust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,76,55,50,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat too extreme,Not effective
United States,Yes,Yes,Yes,48,45,40,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,85,85,50,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,60,50,20,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,81,80,58,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,76,67,57,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Neither effective nor ineffective
United States,Yes,Yes,No,40,38,13,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,75,55,50,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,60,40,10,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,50,30,25,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,50,49,50,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,89,81,53,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,50,20,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,68,51,45,The reaction is appropriate,Somewhat trust,Somewhat untruthful,The reaction is somewhat too extreme,Effective
United States,Yes,No,Yes,57,56,55,The reaction is appropriate,Somewhat trust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,70,60,20,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,30,40,100,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,69,68,56,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Not effective
United States,Yes,Yes,Yes,40,51,51,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,60,30,30,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,72,75,73,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,70,65,40,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,75,70,65,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,100,100,43,The reaction is somewhat too extreme,Strongly trust,Very truthful,The reaction is somewhat too extreme,Very effective
United States,Yes,Yes,Yes,70,50,30,The reaction is not at all sufficient,Somewhat distrust,Very truthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,50,75,50,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,33,20,5,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,No,No,51,40,15,The reaction is somewhat insufficient,Neither trust nor distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,No,No,60,25,25,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,45,43,38,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,No,Yes,60,25,20,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,Yes,53,11,40,The reaction is somewhat insufficient,Somewhat trust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,79,75,24,The reaction is not at all sufficient,Neither trust nor distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,40,30,10,The reaction is appropriate,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,No,Yes,70,60,50,The reaction is not at all sufficient,Somewhat distrust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,50,40,20,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,52,43,34,The reaction is appropriate,Neither trust nor distrust,Neither truthful nor untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,60,40,30,The reaction is not at all sufficient,Strongly trust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,60,60,30,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,59,60,30,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,75,65,55,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,66,51,39,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Not effective
United States,Yes,Yes,Yes,81,63,37,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,78,89,88,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,No,Yes,81,45,45,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,70,49,50,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,No,No,60,45,45,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,61,34,29,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,75,75,75,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,60,33,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,70,49,19,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,50,50,21,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,60,69,33,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,73,74,53,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,65,50,30,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,60,51,40,The reaction is not at all sufficient,Somewhat distrust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,75,56,40,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat too extreme,Effective
United States,Yes,Yes,Yes,66,91,100,The reaction is not at all sufficient,Somewhat distrust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,67,55,26,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,50,30,15,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,70,70,64,The reaction is somewhat insufficient,Somewhat trust,Very truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,69,58,40,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,59,32,26,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,70,80,30,The reaction is appropriate,Neither trust nor distrust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,No,Yes,71,18,41,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,66,52,26,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,53,27,11,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,No,No,75,63,67,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,67,60,40,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,38,27,15,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,No,No,70,50,20,The reaction is appropriate,Neither trust nor distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,52,54,54,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,70,40,20,The reaction is not at all sufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,10,10,0,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,60,30,10,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,73,57,59,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,71,73,21,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,60,40,20,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,39,31,14,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,80,50,30,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,70,50,50,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,60,40,35,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,No,No,76,43,9,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is appropriate,Neither effective nor ineffective
United States,Yes,Yes,No,55,54,28,The reaction is not at all sufficient,Somewhat distrust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,70,50,20,The reaction is not at all sufficient,Somewhat distrust,Somewhat truthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,53,21,6,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,33,33,18,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,61,41,32,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,75,65,60,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,No,No,76,50,31,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,60,40,20,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,74,64,50,The reaction is appropriate,Somewhat distrust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,71,76,54,The reaction is somewhat insufficient,Somewhat trust,Neither truthful nor untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,70,50,50,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,60,60,10,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,40,20,10,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,61,40,25,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Not effective
United States,Yes,No,Yes,39,74,75,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Not effective
United States,Yes,Yes,Yes,30,25,16,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,30,30,50,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,74,75,76,The reaction is appropriate,Somewhat distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,80,50,50,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,80,80,80,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,70,50,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,25,20,10,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,71,91,22,The reaction is not at all sufficient,Somewhat trust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,No,No,58,46,21,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is appropriate,Very effective
United States,Yes,No,Yes,50,25,20,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,61,37,30,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,80,75,40,The reaction is appropriate,Somewhat distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,80,60,60,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,50,32,34,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,73,65,56,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,74,34,15,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,67,68,67,The reaction is appropriate,Somewhat trust,Somewhat untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,40,21,23,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,40,20,10,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,40,41,30,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,No,No,60,79,52,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,50,42,23,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,90,70,The reaction is somewhat insufficient,Strongly distrust,Neither truthful nor untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,65,49,22,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,90,60,20,The reaction is somewhat insufficient,Somewhat trust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,57,58,58,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,26,32,18,The reaction is appropriate,Somewhat distrust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,69,49,48,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Not effective
United States,No,No,No,50,50,25,The reaction is somewhat too extreme,Somewhat trust,Very truthful,The reaction is much too extreme,Effective
United States,Yes,Yes,Yes,75,59,25,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,55,40,30,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,50,65,25,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,79,40,65,The reaction is not at all sufficient,Neither trust nor distrust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,45,38,40,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,84,63,22,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,70,80,30,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,60,55,15,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,65,33,33,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,60,50,50,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,60,65,30,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,40,17,17,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,61,42,49,The reaction is appropriate,Somewhat trust,Very truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,60,80,55,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,85,90,70,The reaction is somewhat insufficient,Somewhat trust,Very truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,60,45,21,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,100,50,80,The reaction is somewhat too extreme,Somewhat trust,Somewhat truthful,The reaction is somewhat too extreme,Effective
United States,Yes,No,No,50,20,20,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,60,40,30,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,51,52,51,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,No,No,45,26,12,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,No,Yes,82,23,51,The reaction is somewhat insufficient,Somewhat trust,Neither truthful nor untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,100,100,18,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,61,38,20,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,61,50,20,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,50,25,12,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,No,Yes,70,60,50,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,51,73,38,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,70,45,15,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Neither effective nor ineffective
United States,Yes,Yes,Yes,70,40,30,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,40,41,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,30,25,20,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,70,75,70,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,70,60,30,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,80,70,60,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is appropriate,Effective
